,Date,Market,Product,In_Flow,Out_Flow,Stock,Unit
859,2021-01-12,Al Qadarif,Sesame,807,0,,KANTAR (45 KG)
860,2021-01-12,Al Qadarif,Sorghum (Dabar),982,0,,Standard Sack ~90kg
861,2021-01-12,Al Qadarif,Millet,2902,0,,Standard Sack ~90kg
862,2021-01-12,Al Qadarif,Sorghum (Feterita),30314,0,,Standard Sack ~90kg
863,2021-01-05,Al Qadarif,Sesame,2726,0,,KANTAR (45 KG)
864,2021-01-05,Al Qadarif,Sorghum (Dabar),1008,0,,Standard Sack ~90kg
865,2021-01-05,Al Qadarif,Millet,3146,0,,Standard Sack ~90kg
866,2021-01-05,Al Qadarif,Sorghum (Feterita),32105,0,,Standard Sack ~90kg
867,2021-01-04,"Om Durman, El Salam",Donkey (male),211,179,,Head
868,2021-01-04,"Om Durman, El Salam",Sheep (hamari),2775,2088,,Head
869,2021-01-04,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),841,696,,Head
870,2021-01-04,"Om Durman, El Salam",Camels,117,93,,Head
871,2021-01-04,"Om Durman, El Salam",Local milking Cow - Low Yeilder,21,18,,Head
872,2021-01-04,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
873,2021-01-04,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4871,3654,,Head
874,2020-12-29,Al Qadarif,Sesame,4419,0,,KANTAR (45 KG)
875,2020-12-29,Al Qadarif,Sorghum (Dabar),1086,0,,Standard Sack ~90kg
876,2020-12-29,Al Qadarif,Millet,2449,0,,Standard Sack ~90kg
877,2020-12-29,Al Qadarif,Sorghum (Feterita),22068,0,,Standard Sack ~90kg
878,2020-12-22,Al Qadarif,Sesame,1147,0,,KANTAR (45 KG)
879,2020-12-22,Al Qadarif,Sorghum (Dabar),1492,0,,Standard Sack ~90kg
880,2020-12-22,Al Qadarif,Millet,2120,0,,Standard Sack ~90kg
881,2020-12-22,Al Qadarif,Sorghum (Feterita),15288,0,,Standard Sack ~90kg
882,2020-12-20,"Om Durman, El Salam",Donkey (male),169,114,,Head
883,2020-12-20,"Om Durman, El Salam",Sheep (hamari),2407,1881,,Head
884,2020-12-20,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),793,667,,Head
885,2020-12-20,"Om Durman, El Salam",Camels,91,76,,Head
886,2020-12-20,"Om Durman, El Salam",Local milking Cow - Low Yeilder,14,7,,Head
887,2020-12-20,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
888,2020-12-20,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4077,2782,,Head
889,2020-12-15,Al Qadarif,Sesame,718,0,,KANTAR (45 KG)
890,2020-12-15,Al Qadarif,Sorghum (Dabar),796,0,,Standard Sack ~90kg
891,2020-12-15,Al Qadarif,Millet,2267,0,,Standard Sack ~90kg
892,2020-12-15,Al Qadarif,Sorghum (Feterita),18353,0,,Standard Sack ~90kg
893,2020-12-13,"Om Durman, El Salam",Donkey (male),147,108,,Head
894,2020-12-13,"Om Durman, El Salam",Sheep (hamari),2362,1892,,Head
895,2020-12-13,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),776,651,,Head
896,2020-12-13,"Om Durman, El Salam",Camels,88,62,,Head
897,2020-12-13,"Om Durman, El Salam",Local milking Cow - Low Yeilder,11,8,,Head
898,2020-12-13,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
899,2020-12-13,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),38841,3387,,Head
900,2020-12-08,Al Qadarif,Sesame,5355,0,,KANTAR (45 KG)
901,2020-12-08,Al Qadarif,Sorghum (Dabar),840,0,,Standard Sack ~90kg
902,2020-12-08,Al Qadarif,Millet,2860,0,,Standard Sack ~90kg
903,2020-12-08,Al Qadarif,Sorghum (Feterita),14381,0,,Standard Sack ~90kg
904,2020-12-06,"Om Durman, El Salam",Donkey (male),113,46,,Head
905,2020-12-06,"Om Durman, El Salam",Sheep (hamari),2282,1633,,Head
906,2020-12-06,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),723,611,,Head
907,2020-12-06,"Om Durman, El Salam",Camels,94,68,,Head
908,2020-12-06,"Om Durman, El Salam",Local milking Cow - Low Yeilder,18,12,,Head
909,2020-12-06,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
910,2020-12-06,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3655,3071,,Head
911,2020-12-01,Al Qadarif,Sesame,7777,0,,KANTAR (45 KG)
912,2020-12-01,Al Qadarif,Sorghum (Dabar),402,0,,Standard Sack ~90kg
913,2020-12-01,Al Qadarif,Millet,1507,0,,Standard Sack ~90kg
914,2020-12-01,Al Qadarif,Sorghum (Feterita),7774,0,,Standard Sack ~90kg
915,2020-11-29,"Om Durman, El Salam",Donkey (male),133,96,,Head
916,2020-11-29,"Om Durman, El Salam",Sheep (hamari),2211,1756,,Head
917,2020-11-29,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),859,741,,Head
918,2020-11-29,"Om Durman, El Salam",Camels,128,102,,Head
919,2020-11-29,"Om Durman, El Salam",Local milking Cow - Low Yeilder,23,17,,Head
920,2020-11-29,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,5,2,,Head
921,2020-11-29,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4004,3412,,Head
922,2020-11-24,Al Qadarif,Sesame,11649,0,,KANTAR (45 KG)
923,2020-11-24,Al Qadarif,Sorghum (Dabar),143,0,,Standard Sack ~90kg
924,2020-11-24,Al Qadarif,Millet,1151,0,,Standard Sack ~90kg
925,2020-11-24,Al Qadarif,Sorghum (Feterita),5500,0,,Standard Sack ~90kg
926,2020-11-22,"Om Durman, El Salam",Donkey (male),142,107,,Head
927,2020-11-22,"Om Durman, El Salam",Sheep (hamari),2783,2258,,Head
928,2020-11-22,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),988,852,,Head
929,2020-11-22,"Om Durman, El Salam",Camels,158,135,,Head
930,2020-11-22,"Om Durman, El Salam",Local milking Cow - Low Yeilder,16,12,,Head
931,2020-11-22,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,5,2,,Head
932,2020-11-22,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4496,3863,,Head
933,2020-11-18,Al Qadarif,Sesame,9656,0,,KANTAR (45 KG)
934,2020-11-18,Al Qadarif,Sorghum (Dabar),78,0,,Standard Sack ~90kg
935,2020-11-18,Al Qadarif,Millet,746,0,,Standard Sack ~90kg
936,2020-11-18,Al Qadarif,Sorghum (Feterita),2276,0,,Standard Sack ~90kg
937,2020-11-15,"Om Durman, El Salam",Donkey (male),131,76,,Head
938,2020-11-15,"Om Durman, El Salam",Sheep (hamari),2639,2321,,Head
939,2020-11-15,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1136,991,,Head
940,2020-11-15,"Om Durman, El Salam",Camels,122,116,,Head
941,2020-11-15,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,14,,Head
942,2020-11-15,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
943,2020-11-15,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4712,3807,,Head
944,2020-11-10,Al Qadarif,Sesame,3212,0,,KANTAR (45 KG)
945,2020-11-10,Al Qadarif,Sorghum (Dabar),24,0,,Standard Sack ~90kg
946,2020-11-10,Al Qadarif,Sorghum (Feterita),81,0,,Standard Sack ~90kg
947,2020-11-08,"Om Durman, El Salam",Donkey (male),136,66,,Head
948,2020-11-08,"Om Durman, El Salam",Sheep (hamari),2325,2006,,Head
949,2020-11-08,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1088,987,,Head
950,2020-11-08,"Om Durman, El Salam",Camels,201,174,,Head
951,2020-11-08,"Om Durman, El Salam",Local milking Cow - Low Yeilder,21,16,,Head
952,2020-11-08,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,2,2,,Head
953,2020-11-08,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5441,4258,,Head
954,2020-11-03,Al Qadarif,Sesame,3212,0,,KANTAR (45 KG)
955,2020-11-03,Al Qadarif,Sorghum (Dabar),89,0,,Standard Sack ~90kg
956,2020-11-03,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
957,2020-11-01,"Om Durman, El Salam",Donkey (male),111,62,,Head
958,2020-11-01,"Om Durman, El Salam",Sheep (hamari),3129,2771,,Head
959,2020-11-01,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1352,1054,,Head
960,2020-11-01,"Om Durman, El Salam",Camels,209,188,,Head
961,2020-11-01,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,14,,Head
962,2020-11-01,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
963,2020-11-01,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5622,3907,,Head
964,2020-10-27,Al Qadarif,Sesame,4129,0,,KANTAR (45 KG)
965,2020-10-27,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
966,2020-10-27,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
967,2020-10-26,"Om Durman, El Salam",Donkey (male),129,71,,Head
968,2020-10-26,"Om Durman, El Salam",Sheep (hamari),2882,2419,,Head
969,2020-10-26,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1003,877,,Head
970,2020-10-26,"Om Durman, El Salam",Camels,361,308,,Head
971,2020-10-26,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,9,,Head
972,2020-10-26,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
973,2020-10-26,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5274,4632,,Head
974,2020-10-20,Al Qadarif,Sesame,3989,0,,KANTAR (45 KG)
975,2020-10-20,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
976,2020-10-20,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
977,2020-10-19,"Om Durman, El Salam",Donkey (male),166,92,,Head
978,2020-10-19,"Om Durman, El Salam",Sheep (hamari),3144,2563,,Head
979,2020-10-19,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),992,829,,Head
980,2020-10-19,"Om Durman, El Salam",Camels,258,214,,Head
981,2020-10-19,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,15,,Head
982,2020-10-19,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
983,2020-10-19,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4741,3188,,Head
984,2020-10-14,"Om Durman, El Salam",Donkey (male),128,49,,Head
985,2020-10-14,"Om Durman, El Salam",Sheep (hamari),3477,2639,,Head
986,2020-10-14,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1108,871,,Head
987,2020-10-14,"Om Durman, El Salam",Camels,141,92,,Head
988,2020-10-14,"Om Durman, El Salam",Local milking Cow - Low Yeilder,15,8,,Head
989,2020-10-14,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
990,2020-10-14,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5008,3854,,Head
991,2020-10-13,Al Qadarif,Sesame,1265,0,,KANTAR (45 KG)
992,2020-10-13,Al Qadarif,Sorghum (Dabar),80,0,,Standard Sack ~90kg
993,2020-10-13,Al Qadarif,Sorghum (Feterita),138,0,,Standard Sack ~90kg
994,2020-10-07,"Om Durman, El Salam",Donkey (male),87,49,,Head
995,2020-10-07,"Om Durman, El Salam",Sheep (hamari),3031,2522,,Head
996,2020-10-07,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),898,705,,Head
997,2020-10-07,"Om Durman, El Salam",Camels,114,86,,Head
998,2020-10-07,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,13,,Head
999,2020-10-07,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,3,2,,Head
1000,2020-10-07,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4272,3456,,Head
1001,2020-10-06,Al Qadarif,Sesame,1265,0,,KANTAR (45 KG)
1002,2020-10-06,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1003,2020-10-06,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1004,2020-09-30,"Om Durman, El Salam",Donkey (male),91,51,,Head
1005,2020-09-30,"Om Durman, El Salam",Sheep (hamari),3677,2711,,Head
1006,2020-09-30,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),807,682,,Head
1007,2020-09-30,"Om Durman, El Salam",Camels,96,72,,Head
1008,2020-09-30,"Om Durman, El Salam",Local milking Cow - Low Yeilder,11,7,,Head
1009,2020-09-30,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1010,2020-09-30,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3855,2741,,Head
1011,2020-09-29,Al Qadarif,Sesame,1213,0,,KANTAR (45 KG)
1012,2020-09-29,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1013,2020-09-29,Al Qadarif,Sorghum (Feterita),46,0,,Standard Sack ~90kg
1014,2020-09-22,Al Qadarif,Sesame,1566,0,,KANTAR (45 KG)
1015,2020-09-22,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1016,2020-09-22,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1017,2020-09-22,Al Qadarif,Sesame,1566,0,,KANTAR (45 KG)
1018,2020-09-22,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1019,2020-09-22,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1020,2020-09-20,"Om Durman, El Salam",Donkey (male),96,49,,Head
1021,2020-09-20,"Om Durman, El Salam",Sheep (hamari),2322,1881,,Head
1022,2020-09-20,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),785,633,,Head
1023,2020-09-20,"Om Durman, El Salam",Camels,128,112,,Head
1024,2020-09-20,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,11,,Head
1025,2020-09-20,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1026,2020-09-20,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2844,2458,,Head
1027,2020-09-15,Al Qadarif,Sesame,1220,0,,KANTAR (45 KG)
1028,2020-09-15,Al Qadarif,Sorghum (Dabar),100,0,,Standard Sack ~90kg
1029,2020-09-15,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1030,2020-09-13,"Om Durman, El Salam",Donkey (male),125,78,,Head
1031,2020-09-13,"Om Durman, El Salam",Sheep (hamari),2147,1758,,Head
1032,2020-09-13,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),992,854,,Head
1033,2020-09-13,"Om Durman, El Salam",Camels,122,111,,Head
1034,2020-09-13,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
1035,2020-09-13,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1036,2020-09-13,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3085,2547,,Head
1037,2020-09-10,Om Durman,Red Onion,9000,9000,0,Standard Sack ~90kg
1038,2020-09-10,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1039,2020-09-10,Om Durman,Broad Beans,700,700,0,Standard Sack ~90kg
1040,2020-09-10,Om Durman,Shelled Groundnuts,5000,5000,0,Ton
1041,2020-09-10,Om Durman,Sesame (mixed),9000,9000,0,KANTAR (45 KG)
1042,2020-09-10,Om Durman,Sesame,3000,3000,0,KANTAR (45 KG)
1043,2020-09-10,Om Durman,Sesame (heriheri),900,900,0,KANTAR (45 KG)
1044,2020-09-10,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1045,2020-09-10,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1046,2020-09-10,Om Durman,Wheat Grain,0,0,0,Standard Sack ~90kg
1047,2020-09-10,Om Durman,Sorghum (Feterita),2000,2000,0,Standard Sack ~90kg
1048,2020-09-10,Om Durman,Sorghum (Tabat),700,700,0,Standard Sack ~90kg
1049,2020-09-10,Om Durman,Millet,200,200,0,Standard Sack ~90kg
1050,2020-09-10,Om Durman,Sorghum (Dabar),200,200,0,Standard Sack ~90kg
1051,2020-09-10,Om Durman,Hibiscus,500,500,0,KANTAR (45 KG)
1052,2020-09-08,Al Qadarif,Sesame,1467,0,,KANTAR (45 KG)
1053,2020-09-08,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1054,2020-09-08,Al Qadarif,Sorghum (Feterita),53,0,,Standard Sack ~90kg
1055,2020-09-07,"Om Durman, El Salam",Donkey (male),104,98,,Head
1056,2020-09-07,"Om Durman, El Salam",Sheep (hamari),3258,2877,,Head
1057,2020-09-07,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1701,963,,Head
1058,2020-09-07,"Om Durman, El Salam",Camels,185,128,,Head
1059,2020-09-07,"Om Durman, El Salam",Local milking Cow - Low Yeilder,9,5,,Head
1060,2020-09-07,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1061,2020-09-07,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4171,3658,,Head
1062,2020-09-03,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1063,2020-09-03,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1064,2020-09-03,Om Durman,Wheat Grain,0,0,0,Standard Sack ~90kg
1065,2020-09-03,Om Durman,Sorghum (Feterita),2500,2500,0,Standard Sack ~90kg
1066,2020-09-03,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1067,2020-09-03,Om Durman,Millet,500,500,0,Standard Sack ~90kg
1068,2020-09-03,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1069,2020-09-03,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1070,2020-09-03,Om Durman,Shelled Groundnuts,18000,18000,0,Ton
1071,2020-09-03,Om Durman,Sesame (mixed),12000,12000,0,KANTAR (45 KG)
1072,2020-09-03,Om Durman,Sesame,8000,8000,0,KANTAR (45 KG)
1073,2020-09-03,Om Durman,Sesame (heriheri),3000,3000,0,KANTAR (45 KG)
1074,2020-09-03,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1075,2020-09-03,Om Durman,Broad Beans,500,500,0,Standard Sack ~90kg
1076,2020-09-03,Om Durman,Red Onion,8000,8000,0,Standard Sack ~90kg
1077,2020-09-01,Al Qadarif,Sesame,2233,0,,KANTAR (45 KG)
1078,2020-09-01,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1079,2020-09-01,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1080,2020-08-30,"Om Durman, El Salam",Donkey (male),96,77,,Head
1081,2020-08-30,"Om Durman, El Salam",Sheep (hamari),5809,4475,,Head
1082,2020-08-30,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),7419,6584,,Head
1083,2020-08-30,"Om Durman, El Salam",Camels,201,87,,Head
1084,2020-08-30,"Om Durman, El Salam",Local milking Cow - Low Yeilder,7,5,,Head
1085,2020-08-30,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,3,2,,Head
1086,2020-08-30,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),6582,5214,,Head
1087,2020-08-27,Om Durman,Red Onion,9000,9000,0,Standard Sack ~90kg
1088,2020-08-27,Om Durman,Broad Beans,550,550,0,Standard Sack ~90kg
1089,2020-08-27,Om Durman,Shelled Groundnuts,12000,12000,0,Ton
1090,2020-08-27,Om Durman,Sesame (mixed),1000,1000,0,KANTAR (45 KG)
1091,2020-08-27,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1092,2020-08-27,Om Durman,Sesame (heriheri),1200,1200,0,KANTAR (45 KG)
1093,2020-08-27,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1094,2020-08-27,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1095,2020-08-27,Om Durman,Sorghum Wad Ahmed,2000,2000,0,Standard Sack ~90kg
1096,2020-08-27,Om Durman,Wheat Grain,0,0,0,Standard Sack ~90kg
1097,2020-08-27,Om Durman,Sorghum (Feterita),1200,1200,0,Standard Sack ~90kg
1098,2020-08-27,Om Durman,Sorghum (Tabat),400,400,0,Standard Sack ~90kg
1099,2020-08-27,Om Durman,Millet,150,150,0,Standard Sack ~90kg
1100,2020-08-27,Om Durman,Sorghum (Dabar),300,300,0,Standard Sack ~90kg
1101,2020-08-25,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1102,2020-08-25,Al Qadarif,Sorghum (Feterita),30,0,,Standard Sack ~90kg
1103,2020-08-25,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1104,2020-08-25,Al Qadarif,Sorghum (Feterita),30,0,,Standard Sack ~90kg
1105,2020-08-23,"Om Durman, El Salam",Donkey (male),239,154,,Head
1106,2020-08-23,"Om Durman, El Salam",Sheep (hamari),5142,3753,,Head
1107,2020-08-23,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),663,547,,Head
1108,2020-08-23,"Om Durman, El Salam",Camels,288,251,,Head
1109,2020-08-23,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,12,,Head
1110,2020-08-23,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1111,2020-08-23,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),7002,6211,,Head
1112,2020-08-18,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1113,2020-08-18,Al Qadarif,Sorghum (Feterita),53,0,,Standard Sack ~90kg
1114,2020-08-16,"Om Durman, El Salam",Donkey (male),214,147,,Head
1115,2020-08-16,"Om Durman, El Salam",Sheep (hamari),6698,4119,,Head
1116,2020-08-16,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),874,725,,Head
1117,2020-08-16,"Om Durman, El Salam",Camels,369,302,,Head
1118,2020-08-16,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,14,,Head
1119,2020-08-16,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1120,2020-08-16,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),8211,6532,,Head
1121,2020-08-11,Al Qadarif,Sorghum (Feterita),69,0,,Standard Sack ~90kg
1122,2020-08-09,"Om Durman, El Salam",Donkey (male),52,33,,Head
1123,2020-08-09,"Om Durman, El Salam",Sheep (hamari),17586,12547,,Head
1124,2020-08-09,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),1744,1801,,Head
1125,2020-08-09,"Om Durman, El Salam",Camels,587,422,,Head
1126,2020-08-09,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
1127,2020-08-09,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1128,2020-08-09,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),27655,20742,,Head
1129,2020-08-04,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1130,2020-08-04,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1131,2020-07-28,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1132,2020-07-28,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1133,2020-07-26,"Om Durman, El Salam",Donkey (male),96,86,,Head
1134,2020-07-26,"Om Durman, El Salam",Sheep (hamari),4781,6541,,Head
1135,2020-07-26,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),982,857,,Head
1136,2020-07-26,"Om Durman, El Salam",Camels,123,103,,Head
1137,2020-07-26,"Om Durman, El Salam",Local milking Cow - Low Yeilder,4,2,,Head
1138,2020-07-26,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1139,2020-07-26,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5211,3698,,Head
1140,2020-07-23,Om Durman,Red Onion,15000,15000,0,Standard Sack ~90kg
1141,2020-07-23,Om Durman,Broad Bean - Ethiopian,600,600,0,Big Sack ~100kg
1142,2020-07-23,Om Durman,Broad Beans,350,350,0,Standard Sack ~90kg
1143,2020-07-23,Om Durman,Shelled Groundnuts,16500,16500,0,Ton
1144,2020-07-23,Om Durman,Sesame (mixed),15000,15000,0,KANTAR (45 KG)
1145,2020-07-23,Om Durman,Sesame,7000,7000,0,KANTAR (45 KG)
1146,2020-07-23,Om Durman,Sesame (heriheri),2000,2000,0,KANTAR (45 KG)
1147,2020-07-23,Om Durman,Sorghum Hageen,40,40,0,Standard Sack ~90kg
1148,2020-07-23,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1149,2020-07-23,Om Durman,Wheat Grain,600,600,0,Standard Sack ~90kg
1150,2020-07-23,Om Durman,Sorghum (Feterita),3000,3000,0,Standard Sack ~90kg
1151,2020-07-23,Om Durman,Sorghum (Tabat),450,450,0,Standard Sack ~90kg
1152,2020-07-23,Om Durman,Millet,200,200,0,Standard Sack ~90kg
1153,2020-07-23,Om Durman,Sorghum (Dabar),400,400,0,Standard Sack ~90kg
1154,2020-07-23,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1155,2020-07-21,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
1156,2020-07-21,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
1157,2020-07-19,"Om Durman, El Salam",Donkey (male),141,132,,Head
1158,2020-07-19,"Om Durman, El Salam",Sheep (hamari),2807,2514,,Head
1159,2020-07-19,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),787,711,,Head
1160,2020-07-19,"Om Durman, El Salam",Camels,258,223,,Head
1161,2020-07-19,"Om Durman, El Salam",Local milking Cow - Low Yeilder,29,21,,Head
1162,2020-07-19,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1163,2020-07-19,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3654,3011,,Head
1164,2020-07-16,Om Durman,Red Onion,16000,13000,3000,Standard Sack ~90kg
1165,2020-07-16,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1166,2020-07-16,Om Durman,Broad Beans,300,300,0,Standard Sack ~90kg
1167,2020-07-16,Om Durman,Shelled Groundnuts,15000,13000,2000,Ton
1168,2020-07-16,Om Durman,Sesame (mixed),12000,11000,1000,KANTAR (45 KG)
1169,2020-07-16,Om Durman,Sesame,6000,5000,1000,KANTAR (45 KG)
1170,2020-07-16,Om Durman,Sesame (heriheri),1500,1500,0,KANTAR (45 KG)
1171,2020-07-16,Om Durman,Sorghum Hageen,30,30,0,Standard Sack ~90kg
1172,2020-07-16,Om Durman,Sorghum Wad Ahmed,1400,1400,0,Standard Sack ~90kg
1173,2020-07-16,Om Durman,Wheat Grain,300,300,0,Standard Sack ~90kg
1174,2020-07-16,Om Durman,Sorghum (Feterita),4000,4000,0,Standard Sack ~90kg
1175,2020-07-16,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1176,2020-07-16,Om Durman,Millet,250,250,0,Standard Sack ~90kg
1177,2020-07-16,Om Durman,Sorghum (Dabar),350,350,0,Standard Sack ~90kg
1178,2020-07-16,Om Durman,Hibiscus,150,150,0,KANTAR (45 KG)
